date,Code Insee Region,Superficie (km2),Population (2021),Densité (2021) (hab./km2),retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,TMin (°C),TMax (°C),TMoy (°C), pm25, pm10, o3, no2,Vaccination,Cas epidemiques
04/04/2022,44,57441,5561287,96.8,-15,19,26,-3,-11,4,7.88,13.3,10.59,22,10,28,5,2060,4209
05/04/2022,44,57441,5561287,96.8,-14,24,21,-4,-10,4,8.92,14.06,11.49,25,12,31,3,2703,4214
06/04/2022,44,57441,5561287,96.8,-15,18,29,-3,-11,4,5.66,12.36,9.01,37,13,36,7,3465,4275
07/04/2022,44,57441,5561287,96.8,-18,18,3,-5,-12,4,0.59,9.99,5.29,40,14,37,4,1265,4278
08/04/2022,44,57441,5561287,96.8,-17,13,-2,-2,-12,6,-1.3,12.82,5.76,41,17,31,7,68,4272
09/04/2022,44,57441,5561287,96.8,-12,14,15,19,-3,2,-0.04,18.26,9.11,39,19,32,10,1845,4259
10/04/2022,44,57441,5561287,96.8,26,56,78,25,2,-1,4.88,21.49,13.18,46,19,35,7,3197,4297
11/04/2022,44,57441,5561287,96.8,-5,22,66,-4,-26,5,8.41,21.16,14.79,54,22,36,8,2350,4434
12/04/2022,44,57441,5561287,96.8,-5,25,77,-3,-25,5,9.41,20.64,15.02,55,15,36,5,2682,4495
13/04/2022,44,57441,5561287,96.8,-10,21,71,-3,-23,4,6.86,20.65,13.76,47,10,38,4,3522,4493
14/04/2022,44,57441,5561287,96.8,-1,43,66,0,-29,3,5.82,17.51,11.67,31,11,40,6,1304,4443
15/04/2022,44,57441,5561287,96.8,-30,-27,98,-8,-57,13,1.48,18.86,10.17,32,27,36,6,130,4361
16/04/2022,44,57441,5561287,96.8,-11,25,82,22,-12,0,0.8,19.08,9.94,71,22,40,7,1907,4386
17/04/2022,44,57441,5561287,96.8,7,43,124,16,-6,-4,3.64,19.51,11.58,51,18,38,6,3164,4416
18/04/2022,44,57441,5561287,96.8,-35,-58,156,-14,-84,15,4.46,17.66,11.06,43,18,36,5,2339,4388
19/04/2022,44,57441,5561287,96.8,-5,35,87,1,-31,5,2.46,18.85,10.66,49,20,34,6,2668,4329
20/04/2022,44,57441,5561287,96.8,-10,19,85,-2,-26,4,5.3,19.11,12.21,53,18,36,4,3337,4350
21/04/2022,44,57441,5561287,96.8,-8,22,78,-4,-29,5,6.5,17.09,11.79,57,21,36,4,1142,4310
22/04/2022,44,57441,5561287,96.8,-10,15,71,-4,-28,6,7.9,14,10.95,55,25,32,5,113,4287
23/04/2022,44,57441,5561287,96.8,-16,9,33,12,-6,2,7.46,15.96,11.71,66,24,40,7,1824,4286
24/04/2022,44,57441,5561287,96.8,9,44,28,19,4,1,4.61,15.11,9.86,62,27,43,8,2795,4300
25/04/2022,44,57441,5561287,96.8,-13,19,34,1,-10,4,2.81,17.54,10.18,60,36,36,9,2047,4224
26/04/2022,44,57441,5561287,96.8,-9,24,46,2,-8,3,4.8,21,12.9,73,30,35,3,72,4173
27/04/2022,44,57441,5561287,96.8,-10,20,65,2,-9,2,5.85,19.14,12.49,67,23,36,4,1800,4189
28/04/2022,44,57441,5561287,96.8,-6,25,66,1,-10,2,6.75,16.21,11.48,60,27,38,5,842,4125
29/04/2022,44,57441,5561287,96.8,-4,22,58,4,-9,2,3.05,16.68,9.86,63,30,43,6,66,4075
30/04/2022,44,57441,5561287,96.8,-5,19,60,14,1,0,4.85,19.73,12.29,65,26,34,4,1540,4006
01/05/2022,44,57441,5561287,96.8,10,12,119,25,-2,-2,6.92,21.49,14.21,61,18,25,4,2802,4020
02/05/2022,44,57441,5561287,96.8,-4,25,66,5,-10,2,7.96,19.82,13.89,50,28,40,6,1990,3896
03/05/2022,44,57441,5561287,96.8,-3,27,68,5,-7,2,8.49,16.81,12.65,71,16,32,4,3002,3866
04/05/2022,44,57441,5561287,96.8,-6,22,56,2,-8,2,7.26,20.46,13.86,75,21,47,6,3216,3675
05/05/2022,44,57441,5561287,96.8,-4,26,42,5,-9,2,7.26,21.76,14.51,53,22,45,5,1064,3541
06/05/2022,44,57441,5561287,96.8,-1,20,65,7,-8,2,8.16,22.11,15.14,54,18,39,3,48,3408
07/05/2022,44,57441,5561287,96.8,-3,14,76,21,1,-1,8.2,25.06,16.63,36,15,28,2,89,3408
08/05/2022,44,57441,5561287,96.8,23,50,115,35,4,-3,9.21,25.96,17.59,31,14,30,3,2705,3404
09/05/2022,44,57441,5561287,96.8,0,24,74,5,-13,3,11.64,28.06,19.85,29,15,37,5,2444,3332
10/05/2022,44,57441,5561287,96.8,-2,25,72,6,-8,1,12.39,22.48,17.43,35,16,45,4,2979,3186
11/05/2022,44,57441,5561287,96.8,-6,20,81,5,-9,1,10.96,22.06,16.51,41,18,36,3,3914,3128
12/05/2022,44,57441,5561287,96.8,-6,23,56,4,-10,1,6.19,23.85,15.02,42,20,37,4,1093,3030
13/05/2022,44,57441,5561287,96.8,-3,19,68,6,-9,1,7.71,28.29,18,44,18,38,4,92,2952
14/05/2022,44,57441,5561287,96.8,-4,12,98,23,1,-3,14.65,24.5,19.58,44,21,38,4,2002,2918
15/05/2022,44,57441,5561287,96.8,17,55,132,29,4,-4,11.44,27.78,19.61,45,16,29,5,3470,2942
16/05/2022,44,57441,5561287,96.8,-7,19,56,5,-9,2,12.95,29.4,21.18,37,11,37,2,2417,2865
17/05/2022,44,57441,5561287,96.8,-5,22,80,6,-7,1,14.8,30.35,22.58,28,14,36,5,3225,2781
18/05/2022,44,57441,5561287,96.8,-9,18,82,5,-9,1,16.18,29.19,22.68,39,17,28,5,4071,2740
19/05/2022,44,57441,5561287,96.8,-8,21,60,5,-9,1,8.81,23.79,16.3,43,12,30,2,1333,2646
20/05/2022,44,57441,5561287,96.8,-9,15,56,6,-10,2,9.19,24.22,16.71,27,12,33,4,73,2574
21/05/2022,44,57441,5561287,96.8,-7,11,93,23,1,-2,13.29,23.41,18.35,23,10,32,1,2149,2524
22/05/2022,44,57441,5561287,96.8,11,48,109,26,2,-3,11.71,19.5,15.61,23,11,32,1,3635,2522
23/05/2022,44,57441,5561287,96.8,-8,17,44,2,-11,3,6.55,21.68,14.11,26,17,36,3,3006,2451
24/05/2022,44,57441,5561287,96.8,-3,25,65,7,-10,2,12.36,21.59,16.98,39,12,34,2,4109,2412
25/05/2022,44,57441,5561287,96.8,5,38,94,23,-13,-3,12.01,20.4,16.21,30,13,34,3,5397,2359
26/05/2022,44,57441,5561287,96.8,-19,-32,161,-10,-80,14,6.9,19.54,13.22,33,15,41,5,2169,2323
27/05/2022,44,57441,5561287,96.8,5,31,126,-11,-50,10,6.86,17.55,12.21,35,14,35,4,138,2287
28/05/2022,44,57441,5561287,96.8,-6,11,115,22,-6,-2,4.76,20.01,12.39,29,17,39,5,3756,2253
29/05/2022,44,57441,5561287,96.8,26,52,91,59,7,-5,7.05,23,15.02,38,21,35,6,6677,2247
30/05/2022,44,57441,5561287,96.8,-5,21,66,10,-10,2,6.28,22.81,14.54,44,16,43,4,5360,2186
31/05/2022,44,57441,5561287,96.8,-3,24,70,9,-8,1,8.49,24.08,16.28,48,13,27,3,6489,2161
01/06/2022,44,57441,5561287,96.8,-5,22,73,9,-8,1,11.16,24.65,17.91,39,14,33,2,9534,2066
02/06/2022,44,57441,5561287,96.8,-3,25,66,9,-9,1,13.75,28.42,21.09,38,11,28,2,3191,2027
03/06/2022,44,57441,5561287,96.8,-4,21,60,13,-9,1,15.98,22.86,19.42,24,12,24,3,331,2019
04/06/2022,44,57441,5561287,96.8,-2,18,100,34,1,-3,13.32,22.7,18.01,25,17,27,2,6641,2029
05/06/2022,44,57441,5561287,96.8,23,46,86,18,-1,-2,12.1,22.1,17.1,32,16,27,4,10311,2025
06/06/2022,44,57441,5561287,96.8,-23,-38,130,-14,-78,16,11.4,20.49,15.94,36,13,30,4,8144,2039
07/06/2022,44,57441,5561287,96.8,-2,36,59,13,-8,1,10.74,20.76,15.75,32,11,34,1,9333,2019
08/06/2022,44,57441,5561287,96.8,-9,21,41,6,-9,2,9.81,24.86,17.34,30,15,37,2,11305,1990
09/06/2022,44,57441,5561287,96.8,-3,26,61,8,-9,1,11.06,27.84,19.45,34,18,45,4,3343,1952
10/06/2022,44,57441,5561287,96.8,-3,18,83,9,-8,1,13.06,27.26,20.16,43,23,61,6,350,1932
11/06/2022,44,57441,5561287,96.8,-6,11,106,24,3,-3,11.2,23.26,17.23,53,24,64,5,7347,1936
12/06/2022,44,57441,5561287,96.8,23,64,138,30,10,-4,8.65,26.88,17.76,56,20,50,5,11670,1930
13/06/2022,44,57441,5561287,96.8,-2,24,82,8,-10,2,11.08,31.42,21.25,47,29,46,3,7399,1950
14/06/2022,44,57441,5561287,96.8,-2,26,93,8,-9,1,15.62,29.58,22.6,57,33,35,2,441,1871
15/06/2022,44,57441,5561287,96.8,-7,20,93,9,-10,1,12.95,31.5,22.22,60,17,30,2,8074,1867
16/06/2022,44,57441,5561287,96.8,-1,30,96,11,-13,1,15.34,35.76,25.55,48,20,40,3,2817,1873
17/06/2022,44,57441,5561287,96.8,-4,20,96,8,-12,2,19.59,33.28,26.43,52,24,32,7,316,1882
18/06/2022,44,57441,5561287,96.8,-14,10,103,23,1,-2,17.36,25.88,21.62,60,18,37,3,6014,1870
19/06/2022,44,57441,5561287,96.8,14,56,100,32,9,-3,12.74,28.53,20.63,45,12,31,1,8657,1862
20/06/2022,44,57441,5561287,96.8,-7,19,72,6,-12,3,16.77,24.56,20.67,30,11,22,2,6246,1837
21/06/2022,44,57441,5561287,96.8,11,21,134,17,-9,0,15.88,29.25,22.56,30,13,25,1,8014,1883
22/06/2022,44,57441,5561287,96.8,-7,17,56,6,-12,2,16.2,23.86,20.03,30,15,32,3,8246,1890
23/06/2022,44,57441,5561287,96.8,-2,24,69,5,-16,2,13.92,26.22,20.08,31,18,37,4,3025,1887
24/06/2022,44,57441,5561287,96.8,-6,15,62,4,-13,3,14.09,20.88,17.48,33,19,39,6,344,1877
25/06/2022,44,57441,5561287,96.8,-8,7,98,26,1,-3,14.47,22.25,18.36,35,11,17,4,4651,1891
26/06/2022,44,57441,5561287,96.8,13,43,80,29,6,-2,10.2,25.78,17.99,24,13,32,2,7073,1891
27/06/2022,44,57441,5561287,96.8,-5,20,55,5,-13,3,13.2,28.16,20.68,25,13,32,4,5873,1935
28/06/2022,44,57441,5561287,96.8,-1,24,85,7,-11,2,13.26,23.62,18.44,34,10,31,2,5818,1924
29/06/2022,44,57441,5561287,96.8,-4,21,85,8,-12,1,11.7,22.32,17.01,30,9,33,2,6358,1935
30/06/2022,44,57441,5561287,96.8,-5,24,47,6,-13,2,8.99,27.68,18.33,24,13,39,2,1899,1973
01/07/2022,44,57441,5561287,96.8,0,21,76,11,-12,1,12.46,28.25,20.36,30,14,37,4,189,2017
02/07/2022,44,57441,5561287,96.8,-6,13,106,32,0,-3,12.51,26.12,19.32,35,16,23,2,2847,2017
03/07/2022,44,57441,5561287,96.8,20,54,131,34,4,-4,12.42,26.78,19.6,32,19,34,3,4927,2019
04/07/2022,44,57441,5561287,96.8,3,28,88,8,-15,2,11.4,24.04,17.72,35,19,40,4,3592,2065
05/07/2022,44,57441,5561287,96.8,6,31,103,10,-14,1,11.79,22.59,17.19,40,14,24,1,3696,2171
06/07/2022,44,57441,5561287,96.8,1,25,92,-1,-15,1,9.73,25.21,17.47,28,18,23,3,4624,2259
07/07/2022,44,57441,5561287,96.8,-1,25,75,7,-17,1,11.01,27.83,19.42,34,19,37,3,1447,2309
08/07/2022,44,57441,5561287,96.8,-3,18,99,9,-21,2,13.12,24.7,18.91,39,29,64,6,180,2317
09/07/2022,44,57441,5561287,96.8,-12,9,103,32,-6,-3,11.3,27.71,19.51,44,24,48,3,2305,2302
10/07/2022,44,57441,5561287,96.8,11,50,136,37,0,-3,12.78,29.64,21.21,54,16,35,2,4009,2314
11/07/2022,44,57441,5561287,96.8,2,26,112,6,-25,3,13.68,33.59,23.63,32,18,43,3,2802,2431
12/07/2022,44,57441,5561287,96.8,0,29,113,4,-24,3,16.45,33.1,24.78,43,15,44,3,2600,2531
13/07/2022,44,57441,5561287,96.8,4,35,176,17,-22,-3,13.78,26.49,20.13,35,25,51,5,3068,2547
14/07/2022,44,57441,5561287,96.8,-38,-53,171,-21,-75,14,10.98,27.6,19.29,45,30,60,4,747,2537
15/07/2022,44,57441,5561287,96.8,-9,20,122,-3,-46,9,12.06,30.61,21.34,52,34,42,3,117,2588
16/07/2022,44,57441,5561287,96.8,-17,5,117,35,-11,-2,13.01,35.76,24.39,81,21,40,3,46,2594
17/07/2022,44,57441,5561287,96.8,4,43,125,46,-1,-3,15.32,38.12,26.72,55,23,41,3,2122,2596
18/07/2022,44,57441,5561287,96.8,-8,21,105,3,-30,8,18.86,29.1,23.98,58,19,45,2,2523,2658
19/07/2022,44,57441,5561287,96.8,-13,17,98,-1,-28,13,15.94,27.9,21.92,52,19,45,4,2714,2797
20/07/2022,44,57441,5561287,96.8,-17,13,72,0,-25,5,14.66,30.61,22.64,52,16,32,3,2857,2907
21/07/2022,44,57441,5561287,96.8,-7,21,108,4,-28,4,17.53,28.21,22.87,37,13,30,1,836,2898
22/07/2022,44,57441,5561287,96.8,-12,10,100,5,-27,5,15.03,32.41,23.72,27,15,36,2,68,2841
23/07/2022,44,57441,5561287,96.8,-18,4,107,35,-8,-1,17.09,31.09,24.09,29,22,42,4,1709,2881
24/07/2022,44,57441,5561287,96.8,1,35,118,33,-3,-2,14.41,25.29,19.85,40,21,52,4,2600,2893
25/07/2022,44,57441,5561287,96.8,-7,20,109,2,-32,6,14.61,25.8,20.21,44,19,24,5,2089,3043
26/07/2022,44,57441,5561287,96.8,-4,21,132,2,-30,5,12.28,28.44,20.36,44,11,2,1,2347,3064
27/07/2022,44,57441,5561287,96.8,-8,16,124,3,-27,4,14.16,28.35,21.26,31,9,21,2,2687,2964
28/07/2022,44,57441,5561287,96.8,-4,22,117,4,-31,4,13.11,29.91,21.51,25,15,37,3,783,2891
29/07/2022,44,57441,5561287,96.8,-7,15,116,10,-31,5,15.49,28.05,21.77,28,18,44,4,62,2854
30/07/2022,44,57441,5561287,96.8,-16,5,114,47,-11,-2,13.58,31.11,22.34,36,26,35,5,1417,2837
31/07/2022,44,57441,5561287,96.8,9,50,131,46,-1,-3,14.65,35.01,24.83,43,15,42,2,2592,2823
01/08/2022,44,57441,5561287,96.8,0,26,128,5,-41,7,17.29,36.01,26.65,39,12,36,2,1747,2813
02/08/2022,44,57441,5561287,96.8,-3,24,142,1,-39,7,18.65,28,23.32,26,11,44,2,2101,2786
03/08/2022,44,57441,5561287,96.8,-14,16,128,-3,-37,5,13.16,25.35,19.26,31,15,49,3,2846,2770
04/08/2022,44,57441,5561287,96.8,-12,19,110,-6,-41,7,11.06,28.11,19.59,39,19,60,2,752,2773
05/08/2022,44,57441,5561287,96.8,-11,16,111,0,-40,7,11.7,29.91,20.81,40,22,55,5,79,2674
06/08/2022,44,57441,5561287,96.8,-16,6,117,38,-15,-2,13.51,31.49,22.5,166,23,59,5,1449,2635
07/08/2022,44,57441,5561287,96.8,12,50,152,43,-4,-4,14.63,31.55,23.09,101,27,60,6,2466,2636
08/08/2022,44,57441,5561287,96.8,-2,26,142,2,-45,7,13.08,31.51,22.29,51,19,49,4,1540,2653
09/08/2022,44,57441,5561287,96.8,-5,24,148,-3,-44,7,13.16,31.92,22.54,38,17,46,4,2024,2598
10/08/2022,44,57441,5561287,96.8,-12,16,144,-3,-41,5,12.5,31.58,22.04,38,12,40,1,2457,2565
11/08/2022,44,57441,5561287,96.8,-9,21,137,-4,-45,6,13.18,29.45,21.31,34,21,51,3,804,2513
12/08/2022,44,57441,5561287,96.8,-15,13,132,1,-44,8,16.3,24.98,20.64,49,16,44,2,71,2499
13/08/2022,44,57441,5561287,96.8,-21,6,127,38,-16,-2,14.92,29.35,22.14,48,14,42,4,1271,2465
14/08/2022,44,57441,5561287,96.8,15,57,166,37,-4,-3,16.94,27.34,22.14,43,14,29,2,2108,2461
15/08/2022,44,57441,5561287,96.8,-31,-50,151,-17,-81,18,15.7,25.52,20.61,38,16,37,2,1519,2448
16/08/2022,44,57441,5561287,96.8,0,41,151,3,-42,8,16.21,25.66,20.94,33,16,41,4,2147,2441
17/08/2022,44,57441,5561287,96.8,-8,22,121,0,-38,8,15.38,25.52,20.45,40,16,33,3,2496,2478
18/08/2022,44,57441,5561287,96.8,-5,24,102,-4,-41,10,10.96,26.96,18.96,35,12,30,4,809,2453
19/08/2022,44,57441,5561287,96.8,-11,12,113,-2,-40,11,13.66,28.26,20.96,24,18,52,6,49,2424
20/08/2022,44,57441,5561287,96.8,-17,4,104,30,-12,2,13.51,29.72,21.62,36,21,51,6,1253,2412
21/08/2022,44,57441,5561287,96.8,14,47,150,43,1,-1,13.98,32.11,23.04,43,14,35,2,1970,2400
22/08/2022,44,57441,5561287,96.8,-3,22,130,1,-33,8,14.19,32.29,23.24,29,13,34,2,1368,2396
23/08/2022,44,57441,5561287,96.8,-3,24,142,-1,-30,8,17.45,25.48,21.46,33,16,40,2,1880,2425
24/08/2022,44,57441,5561287,96.8,-10,16,135,1,-27,6,14.96,25.01,19.99,39,19,46,4,2752,2408
25/08/2022,44,57441,5561287,96.8,-6,21,124,0,-30,7,13.24,27.31,20.27,38,24,48,6,833,2348
26/08/2022,44,57441,5561287,96.8,-8,15,105,1,-29,9,14.04,30.02,22.03,45,24,51,4,119,2315
27/08/2022,44,57441,5561287,96.8,-12,8,103,31,-8,1,14.59,28.71,21.65,48,16,41,3,1217,2281
28/08/2022,44,57441,5561287,96.8,20,60,145,43,4,-2,12.68,26.69,19.68,42,19,39,4,2082,2281
29/08/2022,44,57441,5561287,96.8,4,28,121,6,-24,6,11.6,27.12,19.36,48,12,33,2,1626,2196
30/08/2022,44,57441,5561287,96.8,3,29,116,5,-22,5,15.62,24.01,19.82,30,14,40,5,1815,2178
31/08/2022,44,57441,5561287,96.8,-2,24,96,5,-18,4,12.44,28.19,20.31,36,15,44,4,2460,2097
01/09/2022,44,57441,5561287,96.8,0,33,95,6,-23,3,13.45,29.94,21.69,34,13,41,4,779,2115
02/09/2022,44,57441,5561287,96.8,-3,22,95,9,-19,3,15.06,28.87,21.97,33,14,33,4,63,2098
03/09/2022,44,57441,5561287,96.8,-6,17,80,24,-4,0,15.25,24.05,19.65,32,11,29,1,1198,2022
04/09/2022,44,57441,5561287,96.8,29,67,148,39,6,-3,14.09,22.99,18.54,27,12,27,1,2133,2022
05/09/2022,44,57441,5561287,96.8,1,28,107,13,-19,2,13.9,21.46,17.68,25,12,26,2,1457,2029
06/09/2022,44,57441,5561287,96.8,0,29,105,13,-18,1,13.38,19.96,16.67,30,16,30,4,2207,2013
07/09/2022,44,57441,5561287,96.8,-6,23,94,10,-18,2,11.9,21.95,16.92,46,15,39,6,3164,1999
08/09/2022,44,57441,5561287,96.8,-4,26,77,10,-19,2,9.57,26.55,18.06,40,21,27,9,1222,1927
09/09/2022,44,57441,5561287,96.8,-5,18,69,10,-17,2,13.44,27.28,20.36,44,18,29,5,115,1915
10/09/2022,44,57441,5561287,96.8,-5,15,61,24,-3,0,17.54,25.48,21.51,45,18,32,4,2234,1889
11/09/2022,44,57441,5561287,96.8,23,55,121,43,6,-2,14.65,20.68,17.66,48,13,28,3,3842,1891
12/09/2022,44,57441,5561287,96.8,-1,22,98,15,-17,2,11.79,17.59,14.69,33,12,28,1,2996,1921
13/09/2022,44,57441,5561287,96.8,-3,25,94,12,-17,1,7.36,15.8,11.58,26,11,29,2,3683,1865
14/09/2022,44,57441,5561287,96.8,-9,19,62,9,-17,3,5.59,17.45,11.52,28,14,27,5,5362,1826
15/09/2022,44,57441,5561287,96.8,-6,24,61,10,-17,2,6.35,17.46,11.91,29,16,28,6,2023,1822
16/09/2022,44,57441,5561287,96.8,-6,19,61,8,-16,3,4.05,17.46,10.76,33,20,33,8,189,1840
17/09/2022,44,57441,5561287,96.8,-5,15,65,22,-2,0,4.6,18.34,11.47,42,19,35,8,3184,1864
18/09/2022,44,57441,5561287,96.8,17,51,114,35,4,-1,2.85,19.73,11.29,42,23,31,10,5040,1870
19/09/2022,44,57441,5561287,96.8,-5,22,72,11,-15,2,4.79,19.56,12.18,47,19,37,7,3890,1878
20/09/2022,44,57441,5561287,96.8,-5,25,73,9,-14,2,9.54,17.88,13.71,48,11,28,2,5199,1918
21/09/2022,44,57441,5561287,96.8,-7,22,80,9,-14,2,10,17.04,13.52,32,10,28,2,6910,1966
22/09/2022,44,57441,5561287,96.8,-6,25,76,9,-15,1,7.12,15.86,11.49,26,11,25,2,2110,1992
23/09/2022,44,57441,5561287,96.8,-6,19,71,10,-13,2,8.52,13.6,11.06,27,12,25,3,162,2042
24/09/2022,44,57441,5561287,96.8,-8,15,58,14,-3,1,8.71,14.04,11.38,32,15,26,7,3056,2013
25/09/2022,44,57441,5561287,96.8,5,49,73,25,2,0,5.81,14.45,10.13,41,15,28,5,5577,2017
26/09/2022,44,57441,5561287,96.8,-8,22,49,7,-12,3,3.65,16.71,10.18,43,12,28,1,4010,2120
27/09/2022,44,57441,5561287,96.8,-7,25,47,6,-11,3,7.92,16.89,12.41,30,10,26,2,4641,2226
28/09/2022,44,57441,5561287,96.8,-8,23,53,6,-12,3,12.22,18.54,15.38,27,15,19,6,5497,2303
29/09/2022,44,57441,5561287,96.8,-6,27,48,0,-13,3,8.23,16.21,12.22,42,19,25, ,1581,2436
30/09/2022,44,57441,5561287,96.8,-2,24,64,10,-10,2,4.56,19.05,11.81,52,14,32,2,156,2510
01/10/2022,44,57441,5561287,96.8,-3,20,32,12,-2,1,7.38,22.68,15.02,43,15,28,6,1750,2512
02/10/2022,44,57441,5561287,96.8,5,43,44,20,1,2,9.57,18.52,14.05,45,20,21,7,115,2513
03/10/2022,44,57441,5561287,96.8,4,36,77,13,-11,3,5.65,19.44,12.54,56,31,20,6,3175,2678
04/10/2022,44,57441,5561287,96.8,-2,30,76,9,-8,2,6.76,17.64,12.2,60,31,24,6,4691,2848
05/10/2022,44,57441,5561287,96.8,-3,26,82,9,-9,2,2.95,18.64,10.79,58,31,18,5,5559,2936
06/10/2022,44,57441,5561287,96.8,-3,31,60,8,-9,1,6.06,20.86,13.46,60,21,19,7,1427,2984
07/10/2022,44,57441,5561287,96.8,-3,24,63,7,-8,2,10.14,17.04,13.59,45,22,18,8,146,3029
08/10/2022,44,57441,5561287,96.8,-2,17,73,14,-1,0,4.64,18.66,11.65,53,24,19,7,3542,3056
09/10/2022,44,57441,5561287,96.8,17,60,110,25,2,-1,7.69,16.23,11.96,56,11,16,5,6004,3060
10/10/2022,44,57441,5561287,96.8,-6,25,64,8,-9,3,12.92,16.81,14.87,36,8,17,2,3822,3213
11/10/2022,44,57441,5561287,96.8,-5,30,64,8,-8,2,14.4,18.52,16.46,25,9,20,2,5148,3384
12/10/2022,44,57441,5561287,96.8,-8,23,68,7,-8,2,13.78,21.99,17.88,28,17,18,4,266,3460
13/10/2022,44,57441,5561287,96.8,-9,26,42,7,-9,2,13.58,23.41,18.49,45,12,20,8,991,3539
14/10/2022,44,57441,5561287,96.8,-8,20,31,6,-8,4,13.36,22.11,17.74,36,16,14,3,111,3577
15/10/2022,44,57441,5561287,96.8,-9,15,28,6,-1,2,10.88,19.11,14.99,48,19,23,3,2842,3614
15/02/2020,52,32082,3853999,120.1,-4,-2,5,11,-3,0,11.3,17.95,14.62,29,7,32,2,0,0
16/02/2020,52,32082,3853999,120.1,-5,0,-8,7,-1,-1,7.25,12.4,9.82,21,10,31,4,0,0
17/02/2020,52,32082,3853999,120.1,4,4,32,-4,-19,4,3.25,12.45,7.85,20,10,31,8,0,0
18/02/2020,52,32082,3853999,120.1,5,2,34,-5,-19,4,6.7,11.8,9.25,24,14,30,7,0,0
19/02/2020,52,32082,3853999,120.1,-4,-5,17,-9,-16,3,8.25,12.75,10.5,28,10,31,6,0,0
20/02/2020,52,32082,3853999,120.1,-4,-2,11,-10,-20,4,-0.35,11.05,5.35,24,17,24,11,0,0
21/02/2020,52,32082,3853999,120.1,-5,-2,21,-6,-22,5,3.45,14.6,9.02,36,14,33,5,0,0
22/02/2020,52,32082,3853999,120.1,-13,-7,18,11,-9,0,9.45,11.9,10.68,31,5,28,3,0,0
23/02/2020,52,32082,3853999,120.1,-6,2,-4,5,-2,-1,9.85,12.5,11.18,14,3,30,4,0,0
24/02/2020,52,32082,3853999,120.1,-1,1,15,-12,-25,6,7.2,11.95,9.57,15,7,33,3,0,0
25/02/2020,52,32082,3853999,120.1,0,0,21,-13,-24,5,3.3,10.65,6.98,18,12,31,4,0,0
26/02/2020,52,32082,3853999,120.1,-4,-5,19,-15,-21,3,5.05,13.25,9.15,24,8,30,5,0,0
27/02/2020,52,32082,3853999,120.1,-3,2,14,-14,-24,5,1.55,12.5,7.02,24,27,23,7,0,0
28/02/2020,52,32082,3853999,120.1,-6,-1,-6,-17,-24,7,7.1,12.3,9.7,50,28,34,2,0,0
29/02/2020,52,32082,3853999,120.1,-10,-2,-8,2,-8,1,4.25,9.9,7.07,46,9,31,3,0,0
01/03/2020,52,32082,3853999,120.1,-8,-7,-24,4,-1,0,5.7,10.85,8.28,16,8,31,5,0,0
02/03/2020,52,32082,3853999,120.1,-3,6,11,5,1,1,2.85,10.3,6.57,23,8,26,9,0,0
03/03/2020,52,32082,3853999,120.1,-1,5,10,2,2,1,2.75,12.25,7.5,30,12,27,6,0,0
04/03/2020,52,32082,3853999,120.1,-5,1,-4,-4,2,2,7.8,13.4,10.6,34,6,32,3,0,0
05/03/2020,52,32082,3853999,120.1,-5,2,-4,-1,1,2,2.75,10.7,6.72,22,8,28,6,0,0
06/03/2020,52,32082,3853999,120.1,-1,4,1,3,2,1,3.3,12.85,8.07,24,20,29,6,0,0
07/03/2020,52,32082,3853999,120.1,-2,0,9,4,1,1,7.5,13.35,10.42,37,13,33,3,0,0
08/03/2020,52,32082,3853999,120.1,-5,-1,-9,3,-1,1,4.8,12.25,8.52,28,16,30,6,0,0
09/03/2020,52,32082,3853999,120.1,-4,1,13,1,1,1,8.05,13.6,10.82,29,10,31,3,0,0
10/03/2020,52,32082,3853999,120.1,-3,1,3,-4,0,2,11.8,17.3,14.55,21,7,26,3,0,0
11/03/2020,52,32082,3853999,120.1,-3,0,13,-6,1,1,9.45,13.75,11.6,21,13,33,3,0,0
12/03/2020,52,32082,3853999,120.1,-5,9,16,-4,1,1,1.25,13.15,7.2,23,14,31,9,0,0
13/03/2020,52,32082,3853999,120.1,-6,16,11,-5,0,2,7.05,14.95,11,32,10,33,3,0,0
14/03/2020,52,32082,3853999,120.1,-20,0,2,-15,-5,5,7,15.9,11.45,25,10,32,2,0,0
15/03/2020,52,32082,3853999,120.1,-33,25,34,-18,-5,3,6.65,11.35,9,29,9,27,4,0,0
16/03/2020,52,32082,3853999,120.1,-40,49,-2,-40,-30,13,8.2,16.2,12.2,31,18,23,5,0,0
17/03/2020,52,32082,3853999,120.1,-66,-16,-30,-62,-50,23,7.3,18.6,12.95,58,21,31,7,0,0
18/03/2020,52,32082,3853999,120.1,-83,-51,-48,-79,-67,29,6.45,21.35,13.9,68,21,33,7,0,88
19/03/2020,52,32082,3853999,120.1,-82,-43,-51,-82,-70,33,8.6,20.85,14.72,66,20,37,4,0,131
20/03/2020,52,32082,3853999,120.1,-83,-43,-61,-85,-70,37,8.45,11.7,10.07,63,33,21,2,0,145
21/03/2020,52,32082,3853999,120.1,-88,-58,-77,-85,-56,26,7.25,9.2,8.22,99,14,21,2,0,175
22/03/2020,52,32082,3853999,120.1,-86,-70,-80,-88,-53,18,4.65,16.6,10.62,52,16,26,3,0,212
