date,Code Insee Region,Superficie (km2),Population (2021),Densité (2021) (hab./km2),retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,TMin (°C),TMax (°C),TMoy (°C), pm25, pm10, o3, no2,Vaccination,Cas epidemiques
23/03/2020,52,32082,3853999,120.1,-81,-43,-55,-84,-72,33,2.95,15.85,9.4,55,17,33,3,0,292
24/03/2020,52,32082,3853999,120.1,-82,-46,-57,-84,-73,34,1.55,14.05,7.8,57,19,34,4,0,373
25/03/2020,52,32082,3853999,120.1,-84,-52,-61,-85,-72,32,2.05,12,7.02,60,22,39,4,0,470
26/03/2020,52,32082,3853999,120.1,-83,-47,-60,-86,-73,35,-0.3,14.3,7,66,26,38,6,0,562
27/03/2020,52,32082,3853999,120.1,-84,-47,-64,-87,-72,39,2.9,15.85,9.38,75,49,36,4,0,739
28/03/2020,52,32082,3853999,120.1,-88,-59,-75,-86,-57,26,5.95,10.35,8.15,123,24,33,2,0,879
29/03/2020,52,32082,3853999,120.1,-88,-78,-80,-90,-54,18,0.8,10.2,5.5,49,20,36,3,0,995
30/03/2020,52,32082,3853999,120.1,-83,-49,-57,-86,-72,33,3,13.2,8.1,55,19,39,4,0,1024
31/03/2020,52,32082,3853999,120.1,-89,-39,-54,-84,-72,34,2.45,14.25,8.35,61,20,37,3,0,1020
01/04/2020,52,32082,3853999,120.1,-90,-43,-56,-84,-70,31,1.3,12.4,6.85,61,13,34,4,0,1098
02/04/2020,52,32082,3853999,120.1,-90,-37,-54,-84,-71,34,3.55,15.75,9.65,41,17,35,5,0,1142
03/04/2020,52,32082,3853999,120.1,-86,-39,-60,-85,-70,38,2.8,18.6,10.7,52,11,36,1,0,1215
04/04/2020,52,32082,3853999,120.1,-89,-49,-70,-83,-55,25,6.35,22,14.18,39,11,35,2,0,1297
05/04/2020,52,32082,3853999,120.1,-84,-69,-68,-85,-50,18,10.2,16.1,13.15,33,15,34,3,0,1333
06/04/2020,52,32082,3853999,120.1,-84,-40,-51,-82,-70,32,11.05,20.75,15.9,52,20,42,5,0,1370
07/04/2020,52,32082,3853999,120.1,-83,-38,-53,-82,-70,33,10,23.45,16.73,64,16,43,4,0,1387
08/04/2020,52,32082,3853999,120.1,-84,-42,-55,-82,-68,29,8.15,25.25,16.7,55,17,44,3,0,1399
09/04/2020,52,32082,3853999,120.1,-83,-34,-51,-82,-69,32,10.3,25.85,18.08,54,18,43,3,0,1480
10/04/2020,52,32082,3853999,120.1,-83,-32,-56,-83,-68,36,7.65,26.75,17.2,55,16,40,3,0,1542
11/04/2020,52,32082,3853999,120.1,-86,-41,-71,-82,-52,24,7.85,25.15,16.5,55,16,38,1,0,1555
12/04/2020,52,32082,3853999,120.1,-80,-63,-70,-85,-48,17,12.05,20.55,16.3,52,17,35,2,0,1619
13/04/2020,52,32082,3853999,120.1,-92,-88,-59,-89,-91,39,4.8,16.05,10.42,39,16,37,2,0,1645
14/04/2020,52,32082,3853999,120.1,-78,-20,-48,-80,-68,31,5.2,21.5,13.35,40,12,33,1,0,1640
15/04/2020,52,32082,3853999,120.1,-82,-35,-50,-80,-66,28,11.5,22.7,17.1,41,12,32,1,0,1588
16/04/2020,52,32082,3853999,120.1,-81,-32,-48,-81,-67,32,13.45,22.85,18.15,40,10,37,2,0,1598
17/04/2020,52,32082,3853999,120.1,-81,-34,-53,-82,-67,35,9.85,22.9,16.38,36,17,24,2,0,1604
18/04/2020,52,32082,3853999,120.1,-87,-49,-67,-80,-50,24,11.2,17.3,14.25,58,30,20,3,0,1573
19/04/2020,52,32082,3853999,120.1,-85,-71,-77,-86,-48,18,12.1,17.65,14.88,88,23,30,4,0,1572
20/04/2020,52,32082,3853999,120.1,-81,-44,-49,-81,-66,30,10.95,18.85,14.9,66,25,42,3,0,1548
21/04/2020,52,32082,3853999,120.1,-79,-39,-43,-79,-65,30,10.55,24.3,17.42,66,29,42,3,0,1518
22/04/2020,52,32082,3853999,120.1,-81,-43,-46,-78,-63,27,8.7,22.85,15.77,75,26,40,2,0,1492
23/04/2020,52,32082,3853999,120.1,-80,-37,-44,-79,-64,30,11.6,20.95,16.28,68,30,37,2,0,1493
24/04/2020,52,32082,3853999,120.1,-80,-37,-49,-81,-64,34,11.5,22.6,17.05,83,27,38,2,0,1444
25/04/2020,52,32082,3853999,120.1,-85,-46,-63,-78,-47,23,9.45,23.4,16.42,80,20,30,4,0,1434
26/04/2020,52,32082,3853999,120.1,-80,-62,-59,-80,-40,16,9.3,20.65,14.98,62,11,40,1,0,1422
27/04/2020,52,32082,3853999,120.1,-77,-41,-47,-78,-61,28,12,18.3,15.15,28,10,34,1,0,1410
28/04/2020,52,32082,3853999,120.1,-76,-35,-43,-77,-61,27,9.9,15.2,12.55,28,13,32,2,0,1346
29/04/2020,52,32082,3853999,120.1,-79,-37,-56,-78,-59,26,8.7,15.4,12.05,26,13,34,1,0,1300
30/04/2020,52,32082,3853999,120.1,-73,-16,-51,-78,-60,28,10,17.15,13.58,30,5,26,1,0,1257
01/05/2020,52,32082,3853999,120.1,-92,-91,-63,-91,-89,44,9.75,16.4,13.08,20,3,20,1,0,1244
02/05/2020,52,32082,3853999,120.1,-80,-31,-71,-78,-44,23,13,19.85,16.42,19,7,20,2,0,1248
03/05/2020,52,32082,3853999,120.1,-80,-63,-62,-80,-37,16,12.5,22.6,17.55,27,11,36,2,0,1258
04/05/2020,52,32082,3853999,120.1,-70,-29,-35,-73,-57,26,12.15,19.4,15.78,36,11,30,2,0,1246
05/05/2020,52,32082,3853999,120.1,-70,-25,-35,-72,-56,26,10.1,21.6,15.85,40,15,46,3,0,1225
06/05/2020,52,32082,3853999,120.1,-72,-28,-39,-71,-53,23,9.8,23.5,16.65,50,15,32,3,0,1204
07/05/2020,52,32082,3853999,120.1,-68,-11,-33,-72,-54,24,12.85,21.25,17.05,54,14,33,2,0,1182
08/05/2020,52,32082,3853999,120.1,-86,-72,-58,-86,-85,41,15,23.7,19.35,52,7,32,1,0,1160
09/05/2020,52,32082,3853999,120.1,-76,-29,-60,-72,-36,21,14.65,22.75,18.7,37,18,31,2,0,1136
10/05/2020,52,32082,3853999,120.1,-76,-51,-60,-76,-28,14,8,13.9,10.95,46,18,32,2,0,1144
11/05/2020,52,32082,3853999,120.1,-41,-8,-6,-54,-44,17,5.85,15.1,10.48,38,15,39,3,0,1136
12/05/2020,52,32082,3853999,120.1,-41,-4,16,-50,-43,17,7.2,16.95,12.08,42,16,38,2,0,1102
13/05/2020,52,32082,3853999,120.1,-46,-11,5,-52,-41,15,5.85,16.45,11.15,39,17,40,3,0,1088
14/05/2020,52,32082,3853999,120.1,-45,-5,13,-53,-41,16,6,18.55,12.27,41,13,43,2,0,1052
15/05/2020,52,32082,3853999,120.1,-47,-6,16,-54,-41,18,6.05,20.8,13.42,39,12,40,1,0,1018
16/05/2020,52,32082,3853999,120.1,-50,-13,26,-41,-14,7,7.45,22.05,14.75,39,11,40,3,0,993
17/05/2020,52,32082,3853999,120.1,-52,-12,64,-50,-2,3,8.1,24.8,16.45,31,14,43,4,0,999
18/05/2020,52,32082,3853999,120.1,-35,-5,48,-48,-40,15,7.4,25.35,16.38,29,17,43,4,0,978
19/05/2020,52,32082,3853999,120.1,-35,2,54,-45,-39,15,11.4,28.05,19.73,46,19,48,4,0,956
20/05/2020,52,32082,3853999,120.1,-30,13,59,-44,-38,9,13.75,29.85,21.8,54,13,44,2,0,924
21/05/2020,52,32082,3853999,120.1,-58,-49,128,-62,-81,22,16.4,22.75,19.58,38,16,32,1,0,902
22/05/2020,52,32082,3853999,120.1,-35,5,38,-58,-58,20,12.1,20.8,16.45,36,12,31,1,0,904
23/05/2020,52,32082,3853999,120.1,-45,-13,35,-44,-11,7,6.8,22.6,14.7,31,14,36,2,0,880
24/05/2020,52,32082,3853999,120.1,-46,-6,78,-43,5,1,12,24.5,18.25,39,19,44,3,0,888
25/05/2020,52,32082,3853999,120.1,-29,-6,51,-45,-38,14,13.3,26.5,19.9,44,20,49,3,0,882
26/05/2020,52,32082,3853999,120.1,-31,-2,53,-43,-35,14,15,27.45,21.22,49,21,48,3,0,862
27/05/2020,52,32082,3853999,120.1,-34,-5,50,-43,-34,12,15.35,27.05,21.2,48,17,44,3,0,834
28/05/2020,52,32082,3853999,120.1,-35,1,52,-44,-35,14,14.3,26.7,20.5,38,14,46,2,0,816
29/05/2020,52,32082,3853999,120.1,-36,3,46,-46,-34,14,13.1,26.5,19.8,39,11,43,2,0,798
30/05/2020,52,32082,3853999,120.1,-37,0,53,-35,0,4,14.35,26.2,20.27,33,18,51,4,0,776
31/05/2020,52,32082,3853999,120.1,-37,21,116,-39,16,-1,14.05,27.8,20.92,47,21,54,3,0,770
01/06/2020,52,32082,3853999,120.1,-44,-46,147,-55,-75,19,13.95,30.5,22.22,52,19,33,3,0,770
02/06/2020,52,32082,3853999,120.1,-18,11,65,-29,-29,10,14.7,26.3,20.5,44,8,26,2,0,752
03/06/2020,52,32082,3853999,120.1,-22,1,42,-33,-29,9,12.65,18.3,15.48,26,9,70,1,0,706
04/06/2020,52,32082,3853999,120.1,-23,4,26,-35,-29,11,10.75,20.05,15.4,28,9,70,1,0,666
05/06/2020,52,32082,3853999,120.1,-22,3,24,-36,-29,11,11.55,19.5,15.52,27,11,36,2,0,642
06/06/2020,52,32082,3853999,120.1,-20,2,45,-19,4,3,5.9,20.65,13.28,34,14,33,2,0,622
07/06/2020,52,32082,3853999,120.1,-18,17,48,-27,29,-2,9.8,21.1,15.45,41,14,31,4,0,620
08/06/2020,52,32082,3853999,120.1,-15,-4,49,-30,-30,10,9.95,20.5,15.22,40,9,22,3,0,622
09/06/2020,52,32082,3853999,120.1,-15,-1,60,-28,-28,10,10.15,18.55,14.35,35,10,25,3,0,590
10/06/2020,52,32082,3853999,120.1,-20,-5,26,-34,-28,9,11.85,17.3,14.58,27,7,29,1,0,576
11/06/2020,52,32082,3853999,120.1,-23,-4,7,-39,-29,12,12.15,20.1,16.12,22,9,26,1,0,558
12/06/2020,52,32082,3853999,120.1,-21,-2,27,-33,-28,11,11.9,20.4,16.15,27,8,28,3,0,532
13/06/2020,52,32082,3853999,120.1,-23,-6,25,-24,4,4,13.35,21,17.18,30,7,29,3,0,534
14/06/2020,52,32082,3853999,120.1,-30,1,30,-29,19,1,13.5,20.25,16.88,24,8,27,4,0,534
15/06/2020,52,32082,3853999,120.1,-13,-4,47,-30,-29,10,13.3,20.15,16.72,30,8,27,3,0,530
16/06/2020,52,32082,3853999,120.1,-13,-1,44,-24,-27,10,11.35,20.5,15.92,26,8,25,3,0,524
17/06/2020,52,32082,3853999,120.1,-16,-5,39,-29,-26,8,11.1,20.15,15.62,25,8,23,2,0,474
18/06/2020,52,32082,3853999,120.1,-14,0,47,-29,-27,9,11.9,21,16.45,28,10,25,1,0,456
19/06/2020,52,32082,3853999,120.1,-14,-2,65,-28,-27,8,11.3,22.7,17,30,17,31,3,0,424
20/06/2020,52,32082,3853999,120.1,-18,-5,86,-11,6,1,13.65,23.1,18.38,41,18,37,4,0,416
21/06/2020,52,32082,3853999,120.1,-14,8,67,-15,26,-2,10.5,25.55,18.02,46,20,45,4,0,414
22/06/2020,52,32082,3853999,120.1,-7,0,116,-21,-29,7,13.7,28.9,21.3,51,22,47,7,0,398
23/06/2020,52,32082,3853999,120.1,-6,3,121,-18,-26,6,17.25,33.55,25.4,58,17,37,3,0,396
24/06/2020,52,32082,3853999,120.1,-14,-3,113,-23,-24,5,18.55,32.3,25.42,52,8,23,1,0,366
25/06/2020,52,32082,3853999,120.1,-13,3,107,-22,-24,6,18.2,23.6,20.9,25,6,22,1,0,354
26/06/2020,52,32082,3853999,120.1,-13,2,75,-22,-24,6,15.25,22.8,19.02,20,9,25,2,0,334
27/06/2020,52,32082,3853999,120.1,-18,-6,64,-10,1,2,14.2,20.15,17.18,22,7,20,2,0,328
28/06/2020,52,32082,3853999,120.1,-14,13,69,-10,21,-1,11.8,21.1,16.45,22,8,21,2,0,326
29/06/2020,52,32082,3853999,120.1,-4,2,105,-19,-25,7,14.35,22.1,18.23,28,10,23,2,0,322
30/06/2020,52,32082,3853999,120.1,-2,4,90,-18,-23,6,17.75,22.85,20.3,29,9,24,2,0,314
01/07/2020,52,32082,3853999,120.1,-6,1,72,-21,-24,5,13.9,22.15,18.02,27,8,21,2,0,296
02/07/2020,52,32082,3853999,120.1,-4,9,97,-18,-23,5,11.95,22.55,17.25,26,4,13,1,0,290
03/07/2020,52,32082,3853999,120.1,-7,2,101,-15,-24,6,13.25,20.65,16.95,20,15,24,2,0,282
04/07/2020,52,32082,3853999,120.1,-15,-3,81,5,1,0,16.95,23.5,20.22,38,16,30,3,0,274
05/07/2020,52,32082,3853999,120.1,-4,26,117,5,17,-2,10.5,23,16.75,36,15,29,3,0,274
06/07/2020,52,32082,3853999,120.1,6,10,187,-11,-30,6,8.8,24.7,16.75,42,12,14,3,0,270
07/07/2020,52,32082,3853999,120.1,7,11,193,-9,-29,5,10.85,28.05,19.45,40,10,31,2,0,274
08/07/2020,52,32082,3853999,120.1,-2,3,175,-13,-25,3,13.35,28.65,21,32,9,33,1,0,276
09/07/2020,52,32082,3853999,120.1,-2,10,178,-12,-29,4,16.1,24,20.05,32,11,37,1,0,274
10/07/2020,52,32082,3853999,120.1,-6,6,152,-4,-29,5,9.25,24.85,17.05,36,14,42,2,0,268
11/07/2020,52,32082,3853999,120.1,-14,0,196,43,0,-4,12.6,26.25,19.42,41,10,32,2,0,266
12/07/2020,52,32082,3853999,120.1,21,66,266,17,17,-6,13,27.55,20.27,38,10,26,1,0,270
13/07/2020,52,32082,3853999,120.1,23,37,396,-12,-56,7,12.35,24.55,18.45,33,13,23,2,0,272
14/07/2020,52,32082,3853999,120.1,-25,-42,320,-17,-80,15,14.35,22.5,18.42,40,14,27,2,0,278
15/07/2020,52,32082,3853999,120.1,7,19,182,-5,-28,2,14.35,23.5,18.92,39,15,27,2,0,276
16/07/2020,52,32082,3853999,120.1,4,14,202,-12,-31,5,13.45,28.55,21,43,18,30,3,0,278
17/07/2020,52,32082,3853999,120.1,-6,5,186,-11,-30,6,14.4,29.9,22.15,44,18,31,2,0,272
18/07/2020,52,32082,3853999,120.1,-16,-3,185,29,0,-2,12.8,31.55,22.18,38,24,39,3,0,266
19/07/2020,52,32082,3853999,120.1,7,47,215,16,20,-5,15.3,28.25,21.78,45,20,45,3,0,268
20/07/2020,52,32082,3853999,120.1,8,16,268,-9,-35,6,15.2,28.15,21.68,41,23,57,5,0,268
21/07/2020,52,32082,3853999,120.1,7,12,263,-9,-34,6,14.75,29.25,22,47,14,28,2,0,252
22/07/2020,52,32082,3853999,120.1,-2,4,227,-13,-29,4,14,29.1,21.55,36,8,16,1,0,196
23/07/2020,52,32082,3853999,120.1,0,10,238,-14,-32,6,13,26.35,19.68,27,7,19,1,0,192
24/07/2020,52,32082,3853999,120.1,-7,4,196,-12,-32,7,16.15,23.4,19.77,24,10,17,3,0,184
25/07/2020,52,32082,3853999,120.1,-14,-2,147,25,-4,0,14.7,25.5,20.1,27,13,24,1,0,184
26/07/2020,52,32082,3853999,120.1,8,44,212,18,18,-4,11.8,27.85,19.82,32,15,29,2,0,186
27/07/2020,52,32082,3853999,120.1,8,15,260,-11,-39,7,15.65,24.7,20.18,29,21,43,4,0,192
28/07/2020,52,32082,3853999,120.1,8,13,266,-11,-37,7,11.65,28.05,19.85,40,22,25,4,0,198
29/07/2020,52,32082,3853999,120.1,0,6,238,-14,-35,4,15.4,35.55,25.48,51,7,20,1,0,200
30/07/2020,52,32082,3853999,120.1,-2,11,246,-15,-38,6,21.45,31.45,26.45,26,6,24,1,0,210
31/07/2020,52,32082,3853999,120.1,-8,5,194,-12,-38,7,18.05,27.45,22.75,25,8,27,2,0,216
01/08/2020,52,32082,3853999,120.1,-16,-2,187,41,-8,-2,15.2,24.45,19.82,25,11,33,3,0,212
02/08/2020,52,32082,3853999,120.1,13,55,226,25,14,-5,14.7,25.1,19.9,25,9,27,4,0,212
03/08/2020,52,32082,3853999,120.1,18,25,317,-7,-50,8,8.75,26.1,17.42,30,12,46,4,0,230
04/08/2020,52,32082,3853999,120.1,13,19,336,-9,-49,8,10.55,29.7,20.12,30,20,56,6,0,202
05/08/2020,52,32082,3853999,120.1,5,12,291,-10,-46,5,13.05,35.75,24.4,46,24,47,4,0,202
06/08/2020,52,32082,3853999,120.1,1,15,307,-12,-49,8,18.95,39.15,29.05,57,19,50,2,0,202
07/08/2020,52,32082,3853999,120.1,-13,3,244,-13,-49,9,20.65,35.2,27.92,53,26,41,4,0,198
08/08/2020,52,32082,3853999,120.1,-19,-4,224,46,-12,-2,17.65,36.05,26.85,69,24,31,4,0,198
09/08/2020,52,32082,3853999,120.1,15,61,254,28,11,-5,20,35.1,27.55,61,16,27,5,0,204
10/08/2020,52,32082,3853999,120.1,14,25,359,-7,-56,9,20.5,35.1,27.8,53,13,27,4,0,220
11/08/2020,52,32082,3853999,120.1,9,17,358,-9,-55,9,21,30,25.5,45,9,22,1,0,214
12/08/2020,52,32082,3853999,120.1,2,10,249,-14,-52,7,19.25,25.35,22.3,30,10,33,3,0,208
13/08/2020,52,32082,3853999,120.1,4,17,274,-13,-54,10,17.7,25.7,21.7,37,9,23,2,0,212
14/08/2020,52,32082,3853999,120.1,-5,8,263,-6,-54,9,13.75,28.35,21.05,30,7,24,1,0,208
15/08/2020,52,32082,3853999,120.1,-26,-24,227,44,-28,-1,14.85,24.75,19.8,27,13,19,3,0,210
16/08/2020,52,32082,3853999,120.1,18,64,205,32,11,-4,16.05,24.7,20.38,48,24,14,3,0,210
17/08/2020,52,32082,3853999,120.1,16,29,333,0,-52,8,13.2,26.3,19.75,50,9,22,2,0,230
18/08/2020,52,32082,3853999,120.1,14,20,314,-5,-48,8,17.45,25,21.22,61,24,25,2,0,208
19/08/2020,52,32082,3853999,120.1,4,12,219,-13,-47,7,18.9,29.05,23.98,31,14,26,1,0,204
20/08/2020,52,32082,3853999,120.1,2,11,301,-10,-48,8,19.35,26.5,22.92,17,9,26,1,0,198
21/08/2020,52,32082,3853999,120.1,-7,3,231,-6,-48,9,15.95,24.75,20.35,12,8,26,3,0,208
22/08/2020,52,32082,3853999,120.1,-15,-6,176,40,-10,-1,13.85,24.35,19.1,15,9,23,3,0,212
23/08/2020,52,32082,3853999,120.1,13,45,205,30,16,-5,11.65,23.7,17.68,12,15,25,2,0,214
24/08/2020,52,32082,3853999,120.1,9,15,262,-4,-39,7,15.4,25.25,20.32,20,10,18,4,0,214
25/08/2020,52,32082,3853999,120.1,8,13,220,-9,-37,7,15.1,24.3,19.7,13,10,24,3,0,198
26/08/2020,52,32082,3853999,120.1,1,3,207,-8,-33,4,11.7,24.2,17.95,11,7,24,2,0,186
27/08/2020,52,32082,3853999,120.1,0,10,168,-12,-35,7,14,22.45,18.23,12,6,22,2,0,178
28/08/2020,52,32082,3853999,120.1,-5,3,133,-8,-35,7,10.65,18.55,14.6,12,10,30,5,0,182
29/08/2020,52,32082,3853999,120.1,-14,-6,94,25,-7,0,8.95,18.85,13.9,20,14,32,6,0,172
30/08/2020,52,32082,3853999,120.1,0,24,100,14,13,-2,8.8,22.5,15.65,23,13,35,5,0,172
31/08/2020,52,32082,3853999,120.1,6,10,133,-7,-31,6,9.3,23.75,16.52,24,12,35,5,0,176
01/09/2020,52,32082,3853999,120.1,2,9,118,-4,-30,5,9.75,24.7,17.22,19,16,39,8,0,176
02/09/2020,52,32082,3853999,120.1,-5,3,108,-3,-26,3,11.4,26.45,18.92,25,10,28,1,0,156
03/09/2020,52,32082,3853999,120.1,-6,3,119,0,-27,2,11.15,28.55,19.85,17,10,25,2,0,160
04/09/2020,52,32082,3853999,120.1,-7,1,115,3,-27,1,15.2,22.35,18.77,13,14,28,5,0,152
05/09/2020,52,32082,3853999,120.1,-11,-3,113,13,-5,-1,8.75,20.35,14.55,24,13,26,5,0,160
06/09/2020,52,32082,3853999,120.1,2,27,134,11,10,-3,8.05,24.05,16.05,20,19,24,4,0,160
07/09/2020,52,32082,3853999,120.1,0,6,133,7,-28,2,12.8,26.95,19.88,15,12,19,4,0,170
08/09/2020,52,32082,3853999,120.1,-3,3,129,6,-27,2,15.9,28.6,22.25,13,16,32,5,0,174
09/09/2020,52,32082,3853999,120.1,-8,-3,114,1,-24,1,15.85,27.2,21.52,21,17,34,4,0,178
10/09/2020,52,32082,3853999,120.1,-7,3,127,3,-25,0,13.75,25.95,19.85,27,14,34,5,0,190
11/09/2020,52,32082,3853999,120.1,-8,-1,117,6,-26,-1,11.05,25.7,18.38,20,24,42,8,0,184
12/09/2020,52,32082,3853999,120.1,-14,-7,125,14,-5,-4,11.25,30.1,20.68,28,29,32,11,0,186
13/09/2020,52,32082,3853999,120.1,5,25,157,19,11,-7,15.55,34.1,24.83,52,26,43,6,0,186
14/09/2020,52,32082,3853999,120.1,-5,2,138,4,-20,0,15.95,30.25,23.1,49,35,52,5,0,212
15/09/2020,52,32082,3853999,120.1,-6,1,114,5,-20,1,16.6,30.6,23.6,58,31,34,9,0,208
16/09/2020,52,32082,3853999,120.1,-10,-5,105,2,-19,1,18.3,30.6,24.45,46,12,25,4,0,190
17/09/2020,52,32082,3853999,120.1,-11,-1,114,1,-20,1,16.15,28.3,22.22,31,11,27,4,0,190
18/09/2020,52,32082,3853999,120.1,-13,-4,91,5,-21,1,18.35,24.75,21.55,23,21,29,5,0,188
19/09/2020,52,32082,3853999,120.1,-17,-9,83,3,-6,0,15.55,26.3,20.92,56,17,36,3,0,206
20/09/2020,52,32082,3853999,120.1,-5,10,109,11,9,-3,16.2,25.25,20.72,42,10,26,4,0,206
21/09/2020,52,32082,3853999,120.1,-7,-1,96,4,-20,2,13.8,21.5,17.65,12,10,27,4,0,250
22/09/2020,52,32082,3853999,120.1,-8,-1,85,4,-18,2,14.85,21.6,18.23,11,9,26,2,0,274
23/09/2020,52,32082,3853999,120.1,-15,-6,40,-3,-16,3,9.25,17.85,13.55,10,10,25,2,0,300
24/09/2020,52,32082,3853999,120.1,-16,-2,38,-2,-16,3,10,16.4,13.2,14,10,26,2,0,320
25/09/2020,52,32082,3853999,120.1,-14,-3,41,1,-17,3,8.8,16.2,12.5,13,9,24,4,0,336
26/09/2020,52,32082,3853999,120.1,-15,-6,50,1,-3,2,6.85,15.4,11.12,11,11,22,6,0,332
27/09/2020,52,32082,3853999,120.1,-15,4,59,1,7,0,8.25,18.75,13.5,23,8,25,4,0,328
28/09/2020,52,32082,3853999,120.1,-9,-1,66,1,-14,3,13.35,19.45,16.4,12,7,28,3,0,358
29/09/2020,52,32082,3853999,120.1,-9,0,52,0,-14,3,13.9,19.75,16.82,9,8,28,4,0,360
30/09/2020,52,32082,3853999,120.1,-11,-2,35,-2,-14,2,12.15,17.2,14.68,8,6,26,4,0,368
01/10/2020,52,32082,3853999,120.1,-13,2,27,-1,-12,2,9.6,16.5,13.05,14,10,24,2,0,354
02/10/2020,52,32082,3853999,120.1,-13,-1,17,4,-14,3,7.65,13.65,10.65,13,14,26,2,0,374
03/10/2020,52,32082,3853999,120.1,-20,-7,-12,-12,-8,3,8.9,16.3,12.6,17,15,26,3,0,360
04/10/2020,52,32082,3853999,120.1,-19,-2,25,1,2,1,11.1,15.5,13.3,20,19,25,3,0,366
05/10/2020,52,32082,3853999,120.1,-9,1,30,4,-14,2,12.2,16.3,14.25,21,11,23,3,0,382
06/10/2020,52,32082,3853999,120.1,-8,2,32,6,-14,2,11.2,17.95,14.58,19,10,18,5,0,390
07/10/2020,52,32082,3853999,120.1,-11,-3,34,1,-12,2,14.4,19.45,16.92,19,9,26,3,0,396
08/10/2020,52,32082,3853999,120.1,-13,0,36,2,-12,3,13.15,17.3,15.22,16,7,23,3,0,406
09/10/2020,52,32082,3853999,120.1,-14,-2,25,2,-13,3,8.25,16,12.12,14,9,24,6,0,410
10/10/2020,52,32082,3853999,120.1,-15,-6,42,3,-4,1,9.55,15.45,12.5,17,8,19,4,0,404
11/10/2020,52,32082,3853999,120.1,-19,2,32,-2,3,1,3.3,15,9.15,14,10,18,5,0,406
12/10/2020,52,32082,3853999,120.1,-11,-2,43,1,-13,3,9.35,14.65,12,28,14,23,6,0,440
13/10/2020,52,32082,3853999,120.1,-10,4,35,2,-13,3,4.15,14.6,9.38,36,14,19,8,0,452
14/10/2020,52,32082,3853999,120.1,-13,-2,30,0,-11,3,6.65,13.85,10.25,37,20,16,7,0,460
15/10/2020,52,32082,3853999,120.1,-14,1,36,5,-11,3,3.7,12.4,8.05,61,21,23,8,0,504
16/10/2020,52,32082,3853999,120.1,-14,0,30,5,-13,4,9.1,14.7,11.9,65,15,25,7,0,534
17/10/2020,52,32082,3853999,120.1,-18,-5,38,13,-6,2,5.85,16.05,10.95,40,17,23,4,0,558
18/10/2020,52,32082,3853999,120.1,-6,9,94,14,2,-1,5.5,18.25,11.88,37,11,26,4,0,622
19/10/2020,52,32082,3853999,120.1,-4,4,95,-4,-28,7,12.85,18.15,15.5,13,17,18,10,0,664
20/10/2020,52,32082,3853999,120.1,-6,3,65,-5,-28,7,13.55,20.1,16.83,34,15,26,9,0,706
21/10/2020,52,32082,3853999,120.1,-10,-3,52,-6,-24,5,10.6,20.5,15.55,35,10,25,2,0,744
22/10/2020,52,32082,3853999,120.1,-8,2,79,-3,-28,6,8.85,18.85,13.85,13,7,25,3,0,806
23/10/2020,52,32082,3853999,120.1,-12,0,53,-3,-30,8,11.7,17.05,14.38,13,11,25,7,0,880
24/10/2020,52,32082,3853999,120.1,-23,-6,12,1,-12,4,10.05,14.5,12.28,15,9,24,4,0,893
25/10/2020,52,32082,3853999,120.1,-15,10,27,1,-6,1,5.55,14.95,10.25,9,15,26,4,0,980
26/10/2020,52,32082,3853999,120.1,-3,5,74,-11,-34,8,7.1,15.35,11.23,19,15,25,4,0,1068
27/10/2020,52,32082,3853999,120.1,-7,4,33,-15,-33,9,10.25,15.4,12.82,16,14,26,5,0,1188
28/10/2020,52,32082,3853999,120.1,-2,12,41,-13,-28,5,11.8,17.25,14.52,21,13,23,3,0,1268
29/10/2020,52,32082,3853999,120.1,25,33,76,5,-29,2,12.8,17.7,15.25,33,6,19,1,0,1318
30/10/2020,52,32082,3853999,120.1,-62,-23,-13,-41,-41,20,7.05,18.45,12.75,9,13,27,3,0,1353
31/10/2020,52,32082,3853999,120.1,-70,-28,-45,-42,-33,18,12.85,18.85,15.85,20,13,27,6,0,1392
01/11/2020,52,32082,3853999,120.1,-67,-35,-53,-40,-32,12,11.65,17.9,14.77,21,16,24,9,0,1460
02/11/2020,52,32082,3853999,120.1,-50,-13,-4,-33,-26,12,5.9,13.15,9.52,40,15,20,5,0,1567
03/11/2020,52,32082,3853999,120.1,-51,-13,-1,-31,-27,13,0.35,11.95,6.15,33,17,11,7,0,1575
04/11/2020,52,32082,3853999,120.1,-56,-22,-9,-36,-27,14,4,12.4,8.2,46,18,17,6,0,1663
05/11/2020,52,32082,3853999,120.1,-54,-13,-8,-34,-26,14,5.5,15.85,10.68,47,15,19,3,0,1737
06/11/2020,52,32082,3853999,120.1,-55,-15,-18,-37,-27,17,9.95,18.9,14.42,36,13,20,4,0,1761
07/11/2020,52,32082,3853999,120.1,-65,-23,-40,-59,-31,19,12.95,17.8,15.38,24,9,19,8,0,1830
08/11/2020,52,32082,3853999,120.1,-59,-23,-22,-58,-31,13,11.15,18.1,14.62,17,10,23,3,0,1870
09/11/2020,52,32082,3853999,120.1,-47,-15,6,-34,-28,13,9.35,15.7,12.52,27,13,22,8,0,1982
10/11/2020,52,32082,3853999,120.1,-45,3,1,-29,-30,13,8,14.65,11.32,17,13,20,5,0,2042
